,Time (s),Channel 1 (V),Channel 2 (V),Ch2_moving_average
1609,-0.0015663282577132,-0.4065770779250907,8.809556179514347,9.127011525229308
1610,-0.0015656982577132,-0.4045775760550546,8.776740583034297,9.1272457921264
1611,-0.0015650682577132,-0.4015783232500004,8.838725598607724,9.127480970567841
1612,-0.0015644382577132,-0.4005785723149824,8.940818565434546,9.12771706055363
1613,-0.0015638082577132,-0.398912320756619,9.057496241808057,9.127954062083763
1614,-0.0015631782577132,-0.3972460691982556,9.14500449908819,9.128191975158243
1615,-0.0015625482577132,-0.3969128188865829,9.236158933754997,9.128430799777071
1616,-0.0015619182577132,-0.3952465673282194,9.294497771941748,9.128670535940243
1617,-0.0015612882577132,-0.3949133170165467,9.36012896490185,9.128911183647766
1618,-0.0015606582577132,-0.3939135660815287,9.403883093541916,9.129152742899633
1619,-0.0015600282577132,-0.3932470654581833,9.436698690021966,9.129395213695846
1620,-0.0015593982577132,-0.3932470654581833,9.462221931728672,9.129638596036408
1621,-0.0015587682577132,-0.3929138151465106,9.47680664127536,9.129882889921314
1622,-0.0015581382577132,-0.3929138151465106,9.473160463888687,9.130128095350567
1623,-0.0015575082577132,-0.3929138151465106,9.462221931728672,9.130374212324165
1624,-0.0015568782577132,-0.3932470654581833,9.443991044795313,9.130624583171384
1625,-0.0015562482577132,-0.393580315769856,9.414821625701933,9.130879207892221
1626,-0.0015556182577132,-0.3949133170165467,9.382006029221884,9.131138086486676
1627,-0.0015549882577132,-0.3959130679515648,9.34554425535516,9.131401218954746
1628,-0.0015543582577132,-0.3955798176398921,9.298143949328422,9.131668605296436
1629,-0.0015537282577132,-0.3969128188865829,9.268974530235043,9.131940549359859
1630,-0.0015530982577132,-0.3972460691982556,9.217928046821632,9.132217051145014
1631,-0.0015524682577132,-0.3962463182632375,9.17782009556824,9.132498110651904
1632,-0.0015518382577132,-0.3982458201332736,9.148650676474862,9.132783727880526
1633,-0.0015512082577132,-0.398912320756619,9.108542725221469,9.133073902830882
1634,-0.0015505782577132,-0.399912071691637,9.072080951354746,9.133368635502972
1635,-0.0015499482577132,-0.399912071691637,9.031973000101353,9.133667925896795
1636,-0.0015493182577132,-0.4002453220033097,8.988218871461285,9.133964785505693
1637,-0.0015486882577132,-0.4002453220033097,8.955403274981235,9.134259214329667
1638,-0.0015480582577132,-0.4002453220033097,8.915295323727841,9.134551212368716
