"Time","Ig:Measured current","Iout:Measured current","Iinductor:Measured current","V_Isense:Measured voltage","Vout:Measured voltage","Vdrain:Measured voltage"
3.3667982632736452e-05,0,0.083985202321642194,3.7273813842154984,0,0.44792107904875839,18
3.4438524615621491e-05,0,0.09272490905180554,3.7080944288503623,0,0.49453284827629623,18
3.443852461562248e-05,0,0.092724909051816726,3.7080944288503366,0,0.49453284827635585,18
3.4785239963670137e-05,0,0.096635010634847723,3.6987949339238426,0,0.51538672338585456,18
3.4785239963671153e-05,0,0.096635010634859159,3.6987949339238146,0,0.51538672338591551,18
3.5978911326558542e-05,0,0.10998329863787255,3.6638559208107653,0,0.58657759273532029,18
3.7172582689445931e-05,0,0.12314355750042148,3.6244345605223875,0,0.65676564000224791,18
3.8366254052333314e-05,0,0.13609975688789253,3.5805975051904166,0,0.72586537006876017,18
3.9559925415220703e-05,0,0.14883626366703701,3.5324164047382913,0,0.79379340622419736,18
4.0753596778108092e-05,0,0.161337841905971,3.4799679068811509,0,0.86046849016517868,18
4.1947268140995481e-05,0,0.17358965287417538,3.4233336571258377,0,0.92581148199560204,18
4.314093950388287e-05,0,0.1855772550424957,3.3626002987708952,0,0.98974536022664372,18
4.433461086677026e-05,0,0.1972866040831423,3.2978594729065689,0,1.0521952217767589,18
4.4747534831291793e-05,0,0.20126991941397177,3.2745483470808274,0,1.0734395702078494,18
4.4747534831293081e-05,0,0.20126991941398414,3.2745483470807542,0,1.0734395702079154,18
4.5094262127871233e-05,0,0.2045873346637811,3.2546159810561246,0,1.0911324515401659,18
4.5094262127872548e-05,3.2546159810560482,0.20458733466379364,3.2546159810560482,0.16273079905280241,1.0911324515402328,0.16273079905280241
4.5716035823182732e-05,3.8066666666660955,0.21104431021610662,3.8066666666660955,0.19033333333330479,1.125569654485902,0.19033333333330479
4.5716035823184047e-05,0,0.21104431021612141,3.8066666666672608,0,1.1255696544859808,18
4.7009469301229344e-05,0,0.22538899840436957,3.726697761040886,0,1.2020746581566377,18
